video_id,comment_id,author,text,like_count,published_at,is_reply,total_reply_count,reply_to
EnVab0wAtyQ,UgxMBlLe2b-1U21AKbl4AaABAg,@minestrology,It's giving Gerard Way ☝🏻,0,2024-11-23T16:26:35Z,False,0,
EnVab0wAtyQ,UgzaGS7tupULuOxLriR4AaABAg,@AdamVR2008,This video is so last week 🙄,0,2024-11-23T14:59:57Z,False,0,
EnVab0wAtyQ,Ugw6MLpdmk5b3VHO9x94AaABAg,@partytime413,evil joe hawley,0,2024-11-23T08:01:52Z,False,0,
EnVab0wAtyQ,Ugykvh1yXMZs8paYv694AaABAg,@kimberleyhitzel5878,Mum's so sweet to find you things to show to you that she knows what's keeping you busy. K.x.,0,2024-11-23T04:11:38Z,False,0,
EnVab0wAtyQ,UgyctF8VntxOiAjqRgh4AaABAg,@starcomet8312,This is fucking hysterical. I can't get past the first chorus without bursting a lung laugning. I've been to the hospital four times.,0,2024-11-22T22:33:28Z,False,0,
EnVab0wAtyQ,UgxgW-M0KKRLv_-jV-d4AaABAg,@CaraghButler,Ngl that first fit ate fr 😭😭,0,2024-11-22T20:16:29Z,False,0,
EnVab0wAtyQ,Ugwekixide2hnTca0Vd4AaABAg,@Sonodevilish,That’s so yesterday,1,2024-11-22T19:37:58Z,False,0,
EnVab0wAtyQ,UgyXhWJvWOk8t_UgQXR4AaABAg,@aurorabarbootle,Aww mate them videos. Why you always so red?,0,2024-11-22T11:59:27Z,False,0,
EnVab0wAtyQ,UgwPi9y6TWIONM-ap0B4AaABAg,@bhavyasen7577,I would die to have a mom like yours she is sooo supportive and sweet,0,2024-11-22T08:29:40Z,False,0,
EnVab0wAtyQ,UgzLtcNa8ivpNW3DFdt4AaABAg,@elizabethjones323,THE GEE WAY OUTFITT,0,2024-11-22T01:09:17Z,False,0,
EnVab0wAtyQ,UgyrF7v1OoVBY7LlnfJ4AaABAg,@lynziwtf,The beet red cheeks kill me every time. How many drinks could you get down before you flush? Hehe,0,2024-11-22T00:17:40Z,False,0,
EnVab0wAtyQ,Ugz7PEVvIo0TgzUBIMZ4AaABAg,@irrational_possum,Surfer is def my favorite 😂,0,2024-11-21T21:41:48Z,False,0,
EnVab0wAtyQ,UgzeW4r8J-R2j13xPnR4AaABAg,@Serj_Tankian_Fan,Omg it took my mom so long to understand that I am scene,0,2024-11-21T08:16:04Z,False,0,
EnVab0wAtyQ,Ugzpt2wkKplupzcZk2J4AaABAg,@Nothing-yt4,What about dandi it’s short for dandelion,0,2024-11-21T08:10:15Z,False,0,
EnVab0wAtyQ,UgzZVjDqf7jbxaL4YIZ4AaABAg,@Eggzbenidict,Only ONE shoe lol,1,2024-11-21T02:31:44Z,False,0,
EnVab0wAtyQ,UgwaPEJeR-9SM5KntN54AaABAg,@artvazquez1950,"""IM GonnA tHrOttLe YUHHHHH"" omg lol",0,2024-11-21T01:32:54Z,False,0,
EnVab0wAtyQ,UgwU5AeF4OuBuPMRD6Z4AaABAg,@sandsoftime1259,"The real ""chav"" picture reminds me of some photos of Paul McCartney from around the '80s and '90s, lol.",0,2024-11-21T00:38:05Z,False,0,
EnVab0wAtyQ,Ugz8eSfpiLHjKyE5d994AaABAg,@father0f4ll,The forever the sickest kids shirt is so cool,0,2024-11-21T00:18:05Z,False,0,
EnVab0wAtyQ,UgzWCmMuulXe9M511u14AaABAg,@nadasulcova7236,The facepalm lol,0,2024-11-20T14:44:28Z,False,0,
EnVab0wAtyQ,UgzK6eHtqfcW3nn9qgN4AaABAg,@derrenteohsenior,Are you a male or female,0,2024-11-20T13:07:03Z,False,0,
EnVab0wAtyQ,UgzCxyxgOo-H4_OVR_t4AaABAg,@threecheeersforsweetrevenge,Gerard way reference,0,2024-11-20T12:56:08Z,False,0,
EnVab0wAtyQ,UgwXg_RXXenGp2Dq7tt4AaABAg,@night_owl4-t6f,Gerard way!!!,0,2024-11-20T04:07:21Z,False,0,
EnVab0wAtyQ,UgytXW-lulbXTxTndzZ4AaABAg,@Th3aft3rl1f3,NOT YOU BECOMING A CHAV IM SOBBING???,0,2024-11-19T22:33:36Z,False,0,
EnVab0wAtyQ,UgwXNBviud9NhP8zyUx4AaABAg,@KayleeTruelove,The gerard way fit is awesome i did that for halloween😂,0,2024-11-19T21:26:32Z,False,0,
EnVab0wAtyQ,UgxGGrLJpJ-5dMyaJj94AaABAg,@Edric22,Can your mom adopt me? Im not much trouble i promise 🥺,0,2024-11-19T19:06:02Z,False,0,
EnVab0wAtyQ,UgwbIdTXL_VFTQOny9t4AaABAg,@locallilly9827,REVENGE ERA GERARD WAY REFRENCUHE???,0,2024-11-19T10:07:17Z,False,0,
EnVab0wAtyQ,Ugxosz7YeTwnfMxfkdR4AaABAg,@teethvomitz8064,punk pop surfer boy was rhw best,0,2024-11-19T04:51:07Z,False,0,
EnVab0wAtyQ,UgxtO8bl3VigqeRKr7V4AaABAg,@oreo_6206,Tldr lew was changing up his look every week lmao,0,2024-11-19T04:10:11Z,False,0,
EnVab0wAtyQ,UgyjbXz889uAWhxnt-94AaABAg,@roflwofl69,Ive been a trans guys for over 5 years and im still figuring the same thing out...O_o;,0,2024-11-18T22:41:30Z,False,0,
EnVab0wAtyQ,UgyVA3zpqCf0ldoGPWB4AaABAg,@luhcy9859,"i love your mom, so supportive",0,2024-11-18T19:26:32Z,False,0,
EnVab0wAtyQ,UgycqL_XsnM8fMoNTyh4AaABAg,@HipHipHooray4Me,Me seeing the first outfit: THREE CHEERS FOR SWEET REVENGE???,0,2024-11-18T15:34:25Z,False,0,
EnVab0wAtyQ,UgzPys5jAgV8xBv9K7F4AaABAg,@HipHipHooray4Me,Me seeing the first outfit: THREE CHEERS FOR SWEET REVENGE???,0,2024-11-18T15:33:56Z,False,0,
EnVab0wAtyQ,UgxiVrGSKpelPf3bIjd4AaABAg,@Wawafaida,"I love how he wore the green day
Black polo: ✅
Red necktie✅",0,2024-11-18T05:20:51Z,False,0,
EnVab0wAtyQ,UgxJSq16aQm1a7yEul54AaABAg,@lefthandlos3r,"not lewis being dressed as billie joe armstrong to go out to do nothing. may be a teenager in the 2020s, but im not the last emo.",1,2024-11-18T02:49:49Z,False,0,
EnVab0wAtyQ,Ugw7JIivLIyqhcGaDAR4AaABAg,@mushroomed_,"Even though I cannot relate to any of these at all, I have been loving  watching your funny vids about your life story, pre-transition and during, and how it was like to be a teenager in the early 2000s! 
Not many people are willing to share their journey, and seeing this, makes me really appreciate that you are one of the few who are telling us your experience!",5,2024-11-17T19:27:08Z,False,0,
EnVab0wAtyQ,Ugz0X3hbuLDiXXQOGZh4AaABAg,@Tallytwofaced,"The first outfit,I’d wear any day anywhere anywhen",0,2024-11-17T12:40:27Z,False,0,
EnVab0wAtyQ,Ugy-Lvns2KS6zgMnBkN4AaABAg,@Chloe-w3t,Ya cheeky mate is words of wisdom 👌👌,0,2024-11-17T09:24:41Z,False,0,
EnVab0wAtyQ,UgwCDInJzi8vspV4yLd4AaABAg,@StArzY_rEaL,My vibe changes based on the last song i listened to,0,2024-11-17T00:47:27Z,False,0,
EnVab0wAtyQ,UgxYpPduS8EdBGa_zjp4AaABAg,@noranadasi792,I hope I'm going to be a mother like that when I'm gonna have a kid.,0,2024-11-16T21:52:03Z,False,0,
EnVab0wAtyQ,Ugw_nXeQULdQ9hEFA5p4AaABAg,@YTSHORTSCOLONIZER69tspmo,OMG GERARD WAY FOR THE 1ST ONE,0,2024-11-16T10:54:32Z,False,0,
EnVab0wAtyQ,Ugwwr1PxLvw5kNlv7Il4AaABAg,@fuzzymelon1261,he looked like a knock off gerard way,0,2024-11-16T05:30:07Z,False,0,
EnVab0wAtyQ,UgyLVNkcYIcdDMfhmcZ4AaABAg,@sammzerslmao769,no because you look totally sick in each picture i strive to be you,0,2024-11-15T21:29:42Z,False,0,
EnVab0wAtyQ,UgymLuEGv3vHIIj5Cwp4AaABAg,@4lexwildchild380,"I am so happy, that I didn't own a smartphone or a cam back in that days... There are 3 pics of me as an emo on this planet.",0,2024-11-14T16:37:23Z,False,0,
EnVab0wAtyQ,UgyPRPj6i24ZHR0D_q14AaABAg,@Burtonsh0fx,"Just keep it until that trend resurfaces in like, a week or two.",0,2024-11-14T02:26:31Z,False,0,
EnVab0wAtyQ,UgxjNOa5ZVi66KYzsZ14AaABAg,@BookWormLA,We can all unite under the “we drove our mothers mad” banner at the end of the day. She tried damn it. She tried.,0,2024-11-14T01:57:39Z,False,0,
EnVab0wAtyQ,Ugz4sozI-2l3BufrwWl4AaABAg,@hiy0r1.,Loved the emo and punk one 😂,0,2024-11-13T17:16:06Z,False,0,
EnVab0wAtyQ,UgzBlviWWkDDQEZ2jId4AaABAg,@bch4688,Absolutely love you 💖 your an inspiration to young people.,2,2024-11-12T11:17:58Z,False,0,
EnVab0wAtyQ,UgxP3_HgY-ejRCs_10Z4AaABAg,@Ramen7810,She's a good mom ❤,0,2024-11-12T10:26:15Z,False,0,
EnVab0wAtyQ,UgzUM_iBFzg9pqlBHZF4AaABAg,@g4y.w4d,GERARD IS THAT YOU??,0,2024-11-12T02:35:19Z,False,0,
EnVab0wAtyQ,UgwewuXlRO_NKQg83eh4AaABAg,@skullzmee,I love how the mom tries to understand her son :3,0,2024-11-11T08:54:37Z,False,0,
EnVab0wAtyQ,UgwT7tZJbA2BaB6ToUZ4AaABAg,@cheesecakepaws,"The Pop Punk Surfer Boy look is so cute and handsome on you, massive crush here on that 😂",0,2024-11-11T07:49:30Z,False,0,
EnVab0wAtyQ,UgyWk66RCm9irYleiE54AaABAg,@NoelleCurtis-gu3sb,THE BILLIE JOE LOOKKKKKK,0,2024-11-11T07:32:30Z,False,0,
EnVab0wAtyQ,Ugw_2DJp539pBQvU6Rt4AaABAg,@Spencer_R_07,Im gonna throttle you😂😂😂,0,2024-11-11T04:43:38Z,False,0,
EnVab0wAtyQ,UgxW4K4scDJdDlmKTWZ4AaABAg,@abe_nuh,"ah yes, fcuk shirt",1,2024-11-10T22:18:26Z,False,0,
EnVab0wAtyQ,UgxYT_4HPpa8_inlW8B4AaABAg,@RomadeAli,Can someone please emphasize on the red cheeks 😂,0,2024-11-10T22:08:39Z,False,0,
EnVab0wAtyQ,Ugz8TjoVK3xvRKAXIAx4AaABAg,@bodoque19909,chav boy 😻😻😻,0,2024-11-10T05:33:31Z,False,0,
EnVab0wAtyQ,UgxEapJRJiHjlWPpD3Z4AaABAg,@omgitzpaige2013,mom is trying her best 😂,0,2024-11-10T03:45:48Z,False,0,
EnVab0wAtyQ,UgzRujTKhPH2Gu4XEkp4AaABAg,@tr1xie_l0l11,Istg  the emo scene kid phase was the besstttt,0,2024-11-09T11:50:56Z,False,0,
EnVab0wAtyQ,UgxMlCTpyO7uij1KUml4AaABAg,@Alliii.10,I Love that you include those pics and vids of younger you:),0,2024-11-09T09:12:50Z,False,0,
EnVab0wAtyQ,UgwQcaYRI3ebzh_eNHZ4AaABAg,@FraivenLlorente,Me in roblox,0,2024-11-09T08:23:15Z,False,0,
EnVab0wAtyQ,UgxABiGohEE5F-kGn-94AaABAg,@keatonalameda260,Mom’s doin her best 😂❤,0,2024-11-09T05:58:48Z,False,0,
EnVab0wAtyQ,UgyTA9Jy38ycg93sx4B4AaABAg,@Tetrischan,your mom's face in the chav picture lmao,0,2024-11-08T20:02:18Z,False,0,
EnVab0wAtyQ,Ugw6xVWNu5yqOFu2MqJ4AaABAg,@sofiepokorna3363,Gerard Way reference,0,2024-11-08T19:36:40Z,False,0,
EnVab0wAtyQ,UgzzOWhTpH1dVeK2RzV4AaABAg,@Redbargan,Kinda sad how she’s trying so hard but we love her all the same ❤,0,2024-11-08T18:01:03Z,False,0,
EnVab0wAtyQ,Ugx9kUqdoAaNy9C6aBN4AaABAg,@Mjao519,Poor mum tryin so hard to support him ❤,0,2024-11-08T14:54:12Z,False,0,
EnVab0wAtyQ,Ugx5WbPZz8Bsek96EJR4AaABAg,@FrankensteinsMom,Ok but he did eat those looks up 😂❤ surfer was the best one imho,1,2024-11-08T10:04:05Z,False,0,
EnVab0wAtyQ,UgwBm1Yi5GS9-uN85tZ4AaABAg,@eyenmaiden5885,Your mom is so lovely,0,2024-11-07T13:08:02Z,False,0,
EnVab0wAtyQ,UgyeJtoKZ4ER-riI-YF4AaABAg,@harrymurray-willock2658,Nowadays thats called 'gender identity',0,2024-11-05T21:14:54Z,False,0,
EnVab0wAtyQ,UgzAWm7hPcDRJoiB5Qp4AaABAg,@NoaHaitani,The 2004 Gerard way fit yess I love how your mum is so supportive and shows interest,0,2024-11-05T18:47:29Z,False,0,
EnVab0wAtyQ,Ugy_AWe287i3dbdGQDp4AaABAg,@cam-2510,"For those who are looking for the scene song, it is called ""MySpace - Prodbygeam"" it was a hard job looking for it if I'm honest 🦟💔  0:28",0,2024-11-05T07:18:57Z,False,0,
EnVab0wAtyQ,Ugz82XkRT8evvdJieyR4AaABAg,@madelynswinscoe9226,the fact he pulled off all the looks is great much love Lew and you're an amazing person and you've found who you are and its a true inspiration for everyone❤❤❤❤,0,2024-11-05T06:54:25Z,False,0,
EnVab0wAtyQ,Ugxnl0DXlfjGgU01toZ4AaABAg,@dannyearley2687,It’s so cool that you still have so many old pictures! I love these videos,0,2024-11-04T15:53:15Z,False,0,
EnVab0wAtyQ,Ugzc_ZSlzADZ1dk1zV14AaABAg,@IzzyNoland,She tried so hard tho 😂( mum I mean),0,2024-11-04T01:24:20Z,False,0,
EnVab0wAtyQ,Ugxtxx0ylo4K4XuzSTp4AaABAg,@HeyBabyBabyPayForMyLimousine,GERARD WAY???,0,2024-11-03T19:03:52Z,False,0,
EnVab0wAtyQ,UgxLJTjZ4hyHMB-eFsJ4AaABAg,@Misscakeshop,"The many phases of a man: Emo boy, Chav boy, Crunk core scene kid, Pop punk surfer dude😂😅",0,2024-11-03T14:12:42Z,False,0,
EnVab0wAtyQ,Ugyy5Xsjr9grCWvMEfh4AaABAg,@VIKMASMAMA,Haha the red cheeks 😂,0,2024-11-03T14:09:43Z,False,0,
EnVab0wAtyQ,UgyB1FarZM6zflgcdbd4AaABAg,@X11slay,billie joe or gerward way. no one will know,0,2024-11-03T11:01:10Z,False,0,
EnVab0wAtyQ,UgzY727vkJrt5pR_7qJ4AaABAg,@msbruen,THE FIT IS GIVING BILLIE JOE AND I LOVE IT 😭,0,2024-11-02T01:25:10Z,False,0,
EnVab0wAtyQ,UgxZ7ZnPJyUtWkI4TDB4AaABAg,@toujoursici1675,Omg your poor Mum 😂😂,0,2024-11-01T22:44:23Z,False,0,
EnVab0wAtyQ,UgwNsZKvyCLbvjobweJ4AaABAg,@aleienyo,Just curious what happened to your natural blush? I'm a SE Asian so idk how blushes work 😅,0,2024-10-31T14:23:48Z,False,0,
EnVab0wAtyQ,Ugyv7k-7Q6VMog6abT94AaABAg,@XiaPunzalan-w2g,You're videos make's my day,0,2024-10-31T09:31:00Z,False,0,
EnVab0wAtyQ,UgwlzxXVa7bNd1-1T9V4AaABAg,@RaineBlack,The beach boy one was so cute,0,2024-10-31T04:09:15Z,False,0,
EnVab0wAtyQ,UgzdC3GNHpRgNIlPffd4AaABAg,@funsize69,Lmao the chav boy picture is killing me,0,2024-10-30T18:34:33Z,False,0,
EnVab0wAtyQ,Ugz2zKL1VMee7c90iBV4AaABAg,@heygraey,"The mom just trying to be supportive and aid in the 'cool hip' trends is so cute! Between Gerard and Avril I learned to tie a tie before most men, just like Pop goes Crunk my future husband is covered.",0,2024-10-30T17:22:23Z,False,0,
EnVab0wAtyQ,Ugz7rM5OHmG7hx8G0rt4AaABAg,@Naido7,Im a pop punk ish guy mixed with a metalhead,0,2024-10-30T04:34:22Z,False,0,
EnVab0wAtyQ,Ugzg836B5xItyRUEgVV4AaABAg,@watercoolerromance,OHMYGOD GERARD WAY COSPLAY!!!!,0,2024-10-30T03:10:20Z,False,0,
EnVab0wAtyQ,UgxUmgs-SJqHI6qkpoV4AaABAg,@high54me,Your poor mum 😁,0,2024-10-30T01:07:16Z,False,0,
EnVab0wAtyQ,UgyIvkEI2IrYZjtN8S94AaABAg,@LieutenantFinnOfficial,"IM GOING THROUGH MY ""WHAT TYPE OF MAN DO I WANNA BE?!"" STAGE 😭😭",0,2024-10-29T19:36:34Z,False,0,
EnVab0wAtyQ,UgzUB4xKgsjWgAciApB4AaABAg,@NotVal_,I immediately thought of Gerard way lol,0,2024-10-29T15:36:23Z,False,0,
EnVab0wAtyQ,Ugwfz5VuKZDjUOw6xB14AaABAg,@DonJuan-ex2id,ANYTHING but a *chav!*,0,2024-10-29T01:54:48Z,False,0,
EnVab0wAtyQ,UgxPQeVsWFNnvDI69rB4AaABAg,@l0kib4rnes,of COURSE bro had the gerard way billie joe armstrong black outift red tie😭😭😭,0,2024-10-28T22:05:42Z,False,0,
EnVab0wAtyQ,UgyLZB_9NGG82tinrd14AaABAg,@summercucumber4964,"Honestly like bless parents who try their best to be accepting of their teens experimenting with their personal style, even when they can't keep up with the constant shift. 😅",4,2024-10-28T20:33:38Z,False,0,
EnVab0wAtyQ,UgxHJgD0lsFTx5WA4Zl4AaABAg,@IsabellaGlass-u8g,"My friends are always asking me ""why the hell are you so fucking sad and always wear black and next week your so diffrent?""  i just stopped hanging with them.",0,2024-10-27T19:19:24Z,False,0,
EnVab0wAtyQ,UgwQ4D6iZTSwAOx9h0l4AaABAg,@realsaulgoodman72,GERARD WAY,0,2024-10-27T16:21:13Z,False,0,
EnVab0wAtyQ,UgzSaeKWny4godFtsrp4AaABAg,@N_no_you,"I love your mom, she really tried",0,2024-10-27T13:14:43Z,False,0,
EnVab0wAtyQ,UgzS5SNSwNHsURFCeHF4AaABAg,@Bartholomule01,Wouldn't have guessed a Chav phase!,0,2024-10-27T09:14:41Z,False,0,
EnVab0wAtyQ,Ugy2OdjvYN7pHyTHWRp4AaABAg,@succubuxxx,the kerrang rlly pulls this all together,0,2024-10-27T04:37:55Z,False,0,
EnVab0wAtyQ,UgyxRsDneKPBegPV7aV4AaABAg,@Pietrunchaa,So poser,0,2024-10-26T13:18:51Z,False,0,
EnVab0wAtyQ,UgwVbPoKgTjWDVe-A8l4AaABAg,@TheRat_Offical-Mika,I would’ve accepted anything really😂,0,2024-10-26T04:17:19Z,False,0,
EnVab0wAtyQ,Ugy_NIwWeMVzG57CTrJ4AaABAg,@Teddyyorri,Not the name hancox,0,2024-10-25T10:58:47Z,False,0,
EnVab0wAtyQ,UgyBSVCnO4vwwNz0LM14AaABAg,@Linisbored-p4i,“Fcuk” is so funny lmao,1,2024-10-25T03:17:40Z,False,0,
EnVab0wAtyQ,UgyI7Z8-3rHxOKusESF4AaABAg,@Nik-ko9eq,I feel your mom's pain as I try to get my kid cute stuff that fits in with their aesthetic that is ever freaking chanting!😂😂,0,2024-10-23T20:52:45Z,False,1,
EnVab0wAtyQ,UgyI7Z8-3rHxOKusESF4AaABAg.A9xH0J1Cp90A9xH2rJs1di,@Nik-ko9eq,Changing,0,2024-10-23T20:53:06Z,True,0,UgyI7Z8-3rHxOKusESF4AaABAg
EnVab0wAtyQ,UgxG5HV6Qu7DRPIkjwp4AaABAg,@King_JayR6,Damn,0,2024-10-23T20:28:49Z,False,0,
EnVab0wAtyQ,UgwCsAp0iiuuDU3LMCJ4AaABAg,@darksquidgelock,I CANT WITH THAT BILLY JOE FIT I SWEAR,0,2024-10-23T11:56:42Z,False,0,
EnVab0wAtyQ,Ugyoqje1NOzl_jnM3X94AaABAg,@gayle_agnesB8,PHOTOS OF U MAKE IT SM FUNNIER I LOVE IT,0,2024-10-22T08:35:20Z,False,0,
EnVab0wAtyQ,UgxyhO9hvJJSLiVPKSx4AaABAg,@HYGIENE12,“Where to? A bloody funeral?!”  Yea the Helena music video,0,2024-10-20T22:43:53Z,False,0,
EnVab0wAtyQ,UgxeN5nr5fTooZYZozF4AaABAg,@domiinatedloveslave,Chat is this Billie Joe,0,2024-10-20T10:02:13Z,False,0,
EnVab0wAtyQ,UgzE9hCRkA5IwdSzG6J4AaABAg,@Star.AverageHuman,Honestly if she got me that emo necklace thing id be sooooooooooooooooooooOOOOOOOOOOOOO HAPPY.,1,2024-10-20T07:16:15Z,False,0,
EnVab0wAtyQ,UgwHpH701ZJ-791alk94AaABAg,@TH0M4Z-M4RZH,the gerard way fit,0,2024-10-20T04:29:36Z,False,0,
EnVab0wAtyQ,UgwGmICb2Ubu44kXTFR4AaABAg,@SOURGUMM1,LOL 😭😭😭 at least his mom tried 😭😭😭,0,2024-10-19T17:44:58Z,False,0,
EnVab0wAtyQ,Ugz-rvWXdc9RkpFdTXZ4AaABAg,@Wilbursoot_fan22,Gerard way?,0,2024-10-19T13:36:55Z,False,0,
EnVab0wAtyQ,UgxudsPOAOSOq8b-L854AaABAg,@MillieJones-t8x,His mum is so sweet 😭🤍,1,2024-10-19T12:06:45Z,False,0,
EnVab0wAtyQ,Ugw9-5GWkk4x2Ls7bol4AaABAg,@mikaylafrancis6036,"I love that she seems to have always tried to be supportive.
You guys have such a fun dynamic. At least the stuff you show online any way",0,2024-10-18T21:27:19Z,False,0,
EnVab0wAtyQ,UgxJdwV8W086I-fuB_54AaABAg,@neetvillage,it's so cute that your mother is so supportive hehe,0,2024-10-18T18:09:48Z,False,0,
EnVab0wAtyQ,UgxzsokCh2PuATsT7uh4AaABAg,@PpButthole-d9v,#1 was giving Billie joe Armstrong😹 i love it,0,2024-10-17T18:49:12Z,False,0,
EnVab0wAtyQ,UgzoTNoRQQ8Vyvz2tMl4AaABAg,@ZeeBeeYoutube,Bro the last pic looks like my trans uncle but if he was like younger,0,2024-10-17T15:57:17Z,False,0,
